MapDate,FIPS,County,State,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20090331,13277,Tift County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2009-03-31,2009-04-06,1
20090324,13277,Tift County,GA,0.00,100.00,78.36,0.00,0.00,0.00,2009-03-24,2009-03-30,1
20090317,13277,Tift County,GA,0.00,100.00,78.36,0.00,0.00,0.00,2009-03-17,2009-03-23,1
20090310,13277,Tift County,GA,0.00,100.00,78.36,0.00,0.00,0.00,2009-03-10,2009-03-16,1
20090303,13277,Tift County,GA,0.00,100.00,78.36,0.00,0.00,0.00,2009-03-03,2009-03-09,1
20090224,13277,Tift County,GA,0.00,100.00,78.36,0.00,0.00,0.00,2009-02-24,2009-03-02,1
20090217,13277,Tift County,GA,0.00,100.00,0.00,0.00,0.00,0.00,2009-02-17,2009-02-23,1
20090210,13277,Tift County,GA,0.00,100.00,0.00,0.00,0.00,0.00,2009-02-10,2009-02-16,1
20090203,13277,Tift County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2009-02-03,2009-02-09,1
20090127,13277,Tift County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2009-01-27,2009-02-02,1
20090120,13277,Tift County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2009-01-20,2009-01-26,1
20090113,13277,Tift County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2009-01-13,2009-01-19,1
20090106,13277,Tift County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2009-01-06,2009-01-12,1
20081230,13277,Tift County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2008-12-30,2009-01-05,1
